rsci_uuid,gbif_canonical_name,gbif_uri,Sample Type,Typical Use,gbif_statement,sample_type_pref_label,typical_use_pref_label,materials_pref_labels,READY_natural-synthetic,READY_mixture_type,READY_mixture_note_ratio,READY_mixture_note_technique,READY_comp_pigment_name,READY_comp_pigment_INCOLLECTION,READY_comp_pigement_type,READY_comp_pigment_dim_value,READY_comp_pigment_dim_unit,READY_comp_pigment_dim_type,READY_comp_pigment_dim_note,READY_comp_basemix_INCOLLECTION,READY_comp_basemix_name,READY_comp_basemix_type,READY_comp_basemix_dim_value,READY_comp_basemix_dim_unit,READY_comp_basemix_dim_type,READY_comp_basemix_dim_note,READY_comp1_name,READY_comp1_INCOLLECTION,READY_comp1_type,READY_comp1_dim_value,READY_comp1_dim_unit,READY_comp1_dim_type,READY_comp1_dim_note,READY_comp2_name,READY_comp2_INCOLLECTION,READY_comp2_type,READY_comp2_dim_value,READY_comp2_dim_unit,READY_comp2_dim_type,READY_comp2_dim_note,READY_comp3_name,READY_comp3_INCOLLECTION,READY_comp3_type,READY_comp3_dim_value,READY_comp3_dim_unit,READY_comp3_dim_type,READY_comp3_dim_note
a7709f06-af0e-451c-9854-daccd532c529,,,"Raw Material - organic (seed, nut, etc.)",,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7790394-74ef-41dd-9730-5a0c40655175,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a77c6a47-f6f4-4d7c-9695-005d2a64c9f1,,,"Raw Material - organic (seed, nut, etc.)",Component of Another Category,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a77f3f7a-ecd4-40e3-a2a8-9b905fa8471b,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,,,,,,,,4a84c29a-bfd9-4103-90cd-14cbebf7cb97,(From reference sample: Oil (99.8) / Resin (0.2)),base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
a77fc37d-5e33-45b8-92a8-cf65d9616a4e,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Vine Black (Kremer Pigmente),,colorant,0.45,Gram,Mass,(No note),22bc34ba-fd8d-40a7-9b24-27300a3ed68b,(From reference sample: Glue (99.8) / Wax (0.2)),base mixture,10.875,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
a785beb7-bcd5-4b4a-99d8-4a615bbefc46,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a786e94a-cf42-40f5-b563-8622d12a4f16,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a78c7b4e-ac62-4b93-ac79-2518c5ef1f5e,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,inorganic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a79143f2-ba06-49ff-9daa-037d65141836,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a794bf17-e264-4d0b-8014-5e8e67299044,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a796283e-4acd-4f55-8444-2ccd11a2b007,,,Oleoresin / Balsam,Component of Another Category,,balsam (resin),,"[""balsam (resin)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7985ea7-fe61-4137-ae10-e03874897ee8,,,Medium,Medium,,binder (material),binder (material),"[""binder (material)""]",,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a79d93b4-7721-4159-8b81-4c3127dd5a4a,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7ae6530-6a8a-419d-b560-753556f5eac8,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7b30305-f5be-425a-990e-cdfafa3c03dd,,,Glaze,Varnish / Protective Coating,,glaze (coating by location),,"[""glaze (coating by location)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7b8a93d-ffd0-40ce-9673-584972cc049f,Gleditsia triacanthos,https://www.gbif.org/species/2959443,Wood,Construction Material,Gleditsia triacanthos (https://www.gbif.org/species/2959443),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7b92656-54f8-4147-8993-62f353c241cc,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7ba835a-dc6c-4103-b6f7-00fc3744c1b2,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7c3da3f-9dfb-42d6-a21a-1a8242289ed2,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7c9ccfd-907a-462a-aaa2-ca07430b52fb,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7cdd532-6111-4fcf-9157-2e4f7b0f7c9b,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Yellow Ochre (Kremer Pigmente),,colorant,1.81,Gram,Mass,(No note),db9ff4a6-4213-489e-bf26-cdc3cf1f8417,(From reference sample: Gum (5.0) / Egg (95)),base mixture,5.261,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
a7cf0400-6bef-44bb-8ef6-1d487fb518a1,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,organic - inorganic mixture,,,,,,,,,,6610ffb6-f07f-4bbf-8e1c-5df29ff06da0,(From reference sample: Dammar + Yellow Ochre),base mixture with colorant,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
a7d6435b-da58-4ac7-8485-2b1e4fc52051,,,Pigment,Colorant,,pigments,,"[""pigments""]",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7d8b987-8dfc-45e0-83bb-33decf34c7bb,,,Paint Additive,Drying Agent,,additive (material),,"[""additive (material)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7de7cf1-a416-4619-9a4f-505b05aa56e5,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7e24e82-5f27-41ee-bd87-446d55dc7506,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7e37293-9390-42c5-b77b-0fa181c734e1,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7ea5bbf-fcbd-4f12-886e-4ea4c39a27f3,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a80862f9-1c70-4819-b3c2-04ce91a8b4ba,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8098a8f-8ee1-4471-99b5-fc4741311f1f,Pinus strobus,https://www.gbif.org/species/5284982,Wood,,Pinus strobus (https://www.gbif.org/species/5284982),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a809c95a-04f3-49aa-b13b-b9c77fe21a83,,,Fabric / Textile,,,textile materials,,"[""textile materials""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a80ae7e1-d814-471d-a627-31cd94978431,,,"Paint, encaustic",Colorant,,encaustic paint,,"[""encaustic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8149fbc-f669-4f2d-9491-8f79ca12828c,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8159d37-6980-4101-8763-357671998f90,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8186394-6dc2-497a-98f6-8b20597861ef,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8189401-1951-47c5-98d6-d9caaa63161c,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8190f57-bf37-4cda-842c-5a533a8b1ca8,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8195564-65c8-4b9d-be66-2af0ca6876e8,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a81f0445-93d0-47d1-90cc-d25f6721ad4b,,,Other,Colorant,,other material,,"[""other material""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a825c4c9-c7e7-42f9-b19d-a0c3fe59f2de,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a830933f-4528-415c-805d-06bdf48025db,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,organic - inorganic mixture,,,Natural Red Ochre,,colorant,,,,Pigment measurement not listed in FileMaker Pro database,,,,,,,,Lard,,,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,
a830c396-6c36-4505-a54c-e6d9e0da631a,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a84463f0-7e7f-4b7d-94b5-4453f5c3c816,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a849531c-cd9e-4282-a63d-6536fd4e9b9e,,,,,,,,,,,,Mixture prepared with 3.603 g of turpentine and 54.579 g of water,,,,,,,,,,,,,,,Dammar Resin (Kremer Pigmente),,,0.734,Gram,Mass,(No note),Rabbit Skin Glue (Kremer Pigmente),,,14,Gram,Mass,(No note),,,,,,,
a84e7ce5-7f6f-4062-a35f-0aa11bce4e76,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a853d556-b960-49ca-a2b2-5c4609f255fc,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,inorganic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a859eb4a-a234-45da-a6d8-5a843272b1f2,,,,,,,,,,,,,,,,,,,,,,,,,,,Gum Arabic (Kremer Pigmente),,,10.0,Gram,Mass,(No note),Rabbit Skin Glue (Kremer Pigmente),,,40,Gram,Mass,(No note),,,,,,,
a85bb99c-556b-4063-97c4-007a649bb1cb,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a85cd8a3-e79c-4721-864a-8d959cf7ad68,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,inorganic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a85dce7e-bff2-46f4-bdaf-4c98f52d794d,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a86f9d50-7856-4050-9ae0-62d29c8771c6,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,e58cbd76-9a5c-4855-8e71-40893ae04159,(From reference sample: Gum Arabic + Honey),base mixture,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
a873730e-4b9c-4fc3-ae6f-01fc1f6de3ff,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,40057043-3c72-4007-bf14-a1ef8d4c8b23,(From reference sample: Gum (99.8) / Egg (0.2)),base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
a877c7ea-bafb-418d-8909-e9f1bc0e2244,Coumarouna oleifera,https://www.gbif.org/species/2947128,Wood,Construction Material,Coumarouna oleifera (https://www.gbif.org/species/2947128),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a87b2fdb-ba77-41be-ae70-bee178e5e3d2,,,Dye,Colorant,,dye,,"[""dye""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a881ca58-c432-4023-ab39-ac548e369e1c,,,"Paint, encaustic",Colorant,,encaustic paint,,"[""encaustic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8842685-778c-4014-893d-fe26e87af572,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8855833-4758-472c-8f68-0b1b5c1d3ae2,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a885a464-d0ae-48a3-9a13-d6b5eace812b,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a88d48e5-dfd1-45fa-ba4a-2067f1713d61,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8985e45-858c-4349-a655-30f956f3d55b,,,Protein,Binding Medium,,protein,,"[""protein""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a89887fc-8eab-47f1-ae1f-545224566db8,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8a13424-a3b2-4793-aabe-699f2400d356,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8a28f3f-500e-4968-88f7-20e0d6d16459,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8ae77f6-fb1c-4b91-8c64-425c27b3783f,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8b77eb9-8fd4-47cc-8bfc-14ebf6af45e8,Alnus rubra,https://www.gbif.org/species/2876176,Wood,,Alnus rubra (https://www.gbif.org/species/2876176),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8c25a58-9757-44b6-994e-a78c5d5cd27b,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8c4a99b-c855-4346-be36-e26676753af1,,,Ink,Colorant,,ink,,"[""ink""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8c8a54f-6973-4a31-9e5a-5bbf39a53551,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8cbafef-07c0-4b3a-a30f-961633995f51,,,Varnish,Varnish / Protective Coating,,varnish,,"[""varnish""]",,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8ce605f-bae3-4d66-9607-fd007681ba5f,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Lead White (Kremer Pigmente),,colorant,1.85,Gram,Mass,(No note),9697ee9e-8700-4fc4-8d11-cb40277962f4,(From reference sample: Oil (50) / Resin (50)),base mixture,4.308,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
a8dd79a3-ab4b-476b-9b42-3e171eab8ec8,,,Wood,Construction Material,,wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8de78e1-b2bc-443e-b70a-5b49fe09699c,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8e3d7ec-c0ec-4023-817a-ad73d18880d1,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",synthetic,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8e459b9-b40f-4720-a6b8-1bcb607b8265,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8e4cfbf-6cf3-4fbf-81e8-ca617d3f9c94,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8e57a47-edfb-4430-968e-469bf7bfc9b8,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,39e034a3-92da-4096-a010-584c2e5e2a7e,(From reference sample: Glue + Yellow Ochre),base mixture with colorant,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
a8e6c9ba-61de-4076-9e60-8e337f5302ed,,,,,,,,,,,,Mixture prepared with 50.038 g of turpentine,,,,,,,,,,,,,,,Linseed Oil (Kremer Pigmente),,,0.071,Gram,Mass,(No note),Dammar Resin (Kremer Pigmente),,,34.93,Gram,Mass,(No note),,,,,,,
a8e94da2-7958-46bc-8e60-ddb7269231ae,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",unknown,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8f228c7-64cd-4158-9258-850fe430ccd9,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8f3fd80-9840-400c-a712-652c78277091,,,"Raw Material - organic (seed, nut, etc.)",Component of Another Category,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8fbb487-6a6a-4bb9-b1ae-58f745fa3202,,,"Paint, other",Colorant,,paint (coating),,"[""paint (coating)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8fed4be-6f49-43d4-aca4-8d1e7030113a,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a90de5ee-0f4c-488c-9003-7b17785a4612,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9145f44-6e82-4011-818b-d43b696ef6d2,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9205c29-cd7d-4615-845e-e3a18eed7156,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9206b15-2176-45de-b7f9-70e551fad1bf,,,"Raw Material - organic (seed, nut, etc.)",,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9253e4b-2f89-4fab-9263-a21ccd413e2c,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a928afe1-52a8-48b9-9287-9bca38c8e7dc,,,Other,,,other material,,"[""other material""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a931806c-02cf-4ee8-9569-24072b583928,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a93757d8-ca37-4fee-8e35-79953d2f7f3f,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a93a4bac-adbe-4769-9df7-c322059344a8,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a93c9d14-c650-425d-9624-3113e9743b62,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a93ecd8d-24a7-4062-bb7e-40795c1a4eb0,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a94310c4-d17b-4d01-a9b6-033ab00d2f15,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a943a777-11e9-49c1-b8bf-a26db2ad730a,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a94446b3-ad9e-42b2-915d-6ae5d81383ec,,,"Paint, watercolor",Colorant,,watercolor (paint),,"[""watercolor (paint)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a953b6df-cf1c-4f6e-abbd-a5f13703f845,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a953ffda-e386-4c3f-9745-8340089d055f,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9560463-5050-4fc7-8161-4b4c4b0fabe2,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a95a0825-154c-41cd-9435-6714298b46c8,,,"Paint, tempera",Colorant,,tempera,,"[""tempera""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9605916-9599-4292-953c-6f574dfda6ad,,,"Paint, watercolor",Colorant,,watercolor (paint),,"[""watercolor (paint)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a96bf184-498b-4a9d-bf75-690d3df6cb95,,,Dye,Colorant,,dye,,"[""dye""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a96bf256-4de1-4ba0-ac75-70ea50352bb5,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,997def22-51ec-4694-8a2b-0b7381713587,(From reference sample: Gum (98) / Egg (2.0)),base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
a96ee132-ea87-4241-b830-77db4d5624da,,,Synthetic Resin,Component of Another Category,,synthetic resin,,"[""synthetic resin""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a971f5ad-2b23-4153-92aa-b05fd5d71b6d,,,Oleoresin / Balsam,Component of Another Category,,balsam (resin),,"[""balsam (resin)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9757f4d-e361-4b67-bea4-cf35c1dbee4e,Pinus contorta latifolia,https://www.gbif.org/species/5285756,Wood,Construction Material,Pinus contorta latifolia (https://www.gbif.org/species/5285756),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9782c1b-4565-4554-8ea8-46dec2a5c4c2,,,"Paint, encaustic",Colorant,,encaustic paint,,"[""encaustic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a97b604b-a60c-4668-828d-59b8edb7f860,,,"Raw Material - organic (seed, nut, etc.)",,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a98dc0b2-1bd0-4197-bf2a-816ccfc32acc,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a99015c7-f4ac-4089-9ec4-b7992d13f1d1,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a990d24e-79dd-4e2d-a789-86ac358c7fd4,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9930af9-46bd-4097-ba62-b34631615c32,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9b10cf7-3e93-4ea8-92dd-cb7f4b6b90b5,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9b117e0-1619-4f2f-b293-0bb14394637d,Thuja plicata,https://www.gbif.org/species/2684171,Wood,Construction Material,Thuja plicata (https://www.gbif.org/species/2684171),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9b81412-9404-4ed7-b531-67935c9f85bc,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,42208eae-ce00-4214-a4ed-2825487583b8,(From reference sample: Oil (80) / Gum (20)),base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
a9b883fe-536a-45a5-944c-44fcb725f738,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c06a09-484b-4c9b-bcda-8032dc955bc2,Betula grossa,https://www.gbif.org/species/5331797,Wood,Construction Material,Betula grossa (https://www.gbif.org/species/5331797),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
