rsci_uuid,gbif_canonical_name,gbif_uri,Sample Type,Typical Use,gbif_statement,sample_type_pref_label,typical_use_pref_label,materials_pref_labels,READY_natural-synthetic,READY_mixture_type,READY_mixture_note_ratio,READY_mixture_note_technique,READY_comp_pigment_name,READY_comp_pigment_INCOLLECTION,READY_comp_pigement_type,READY_comp_pigment_dim_value,READY_comp_pigment_dim_unit,READY_comp_pigment_dim_type,READY_comp_pigment_dim_note,READY_comp_basemix_INCOLLECTION,READY_comp_basemix_name,READY_comp_basemix_type,READY_comp_basemix_dim_value,READY_comp_basemix_dim_unit,READY_comp_basemix_dim_type,READY_comp_basemix_dim_note,READY_comp1_name,READY_comp1_INCOLLECTION,READY_comp1_type,READY_comp1_dim_value,READY_comp1_dim_unit,READY_comp1_dim_type,READY_comp1_dim_note,READY_comp2_name,READY_comp2_INCOLLECTION,READY_comp2_type,READY_comp2_dim_value,READY_comp2_dim_unit,READY_comp2_dim_type,READY_comp2_dim_note,READY_comp3_name,READY_comp3_INCOLLECTION,READY_comp3_type,READY_comp3_dim_value,READY_comp3_dim_unit,READY_comp3_dim_type,READY_comp3_dim_note
00d2a825-909b-4ae1-af01-9271f1690fac,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00d2ebcf-67ea-4fce-a2eb-850a8f70190b,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00d31eaf-a631-462a-bb26-cf86e04d4668,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00e2507c-cfa8-47c1-bef6-731873ad252d,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00e71468-80b6-4cea-916b-07c22ba877cc,,,Film,Photography,,photographic film,,"[""photographic film""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00e74331-8cff-48fb-9e99-61bba450dbe9,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00e90cb4-85c5-4739-907b-c5e249113afb,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00ecddea-bb76-4250-ae2f-8e2a9a79fa87,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00f4bee5-979b-4364-8f07-917960b6446d,,,,,,,,,,,,,,,,,,,,,,,,,,,Vine Black,,colorant,2.38,Gram,Mass,(No note),Gum Arabic (Kremer Pigmente),,,0.34,Gram,Mass,(No note),,,,,,,
00f67bc0-a043-43b5-a7f2-c08b6558972c,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00ff516e-c5ef-4ef1-bb8e-a08c6dac2ea0,,,"Paint, tempera",Colorant,,tempera,,"[""tempera""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010080ab-6818-4bdd-a64e-518c8321442c,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011007f5-1b4d-45ef-af0f-0c01426dc0b8,,,Oleoresin / Balsam,Component of Another Category,,balsam (resin),,"[""balsam (resin)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0112b21c-4d39-40b3-8525-438fbab7a325,Tamarix aphylla,https://www.gbif.org/species/2874704,Wood,Construction Material,Tamarix aphylla (https://www.gbif.org/species/2874704),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011438f0-ec80-41b9-b659-e933d136bedb,,,Wax,Binding Medium,,wax,,"[""wax""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011454bd-e347-4db9-9670-6e09dfd1ce95,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011864dc-e942-4e5c-a61d-f1dcfd842dfe,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011c915c-161a-41f0-8702-8738a2a6f35b,,,,,,,,,,,,,,,,,,,,,,,,,,,(From reference sample: Vine Black),24961cd5-a0cd-4e85-82ee-85d2aa02316c,colorant,6.621,Gram,Mass,(No note),(From reference sample: Cherry/Almond Gum),147cc6de-1c5c-4c96-a95c-af0c0ea429b7,,0.66,Gram,Mass,(No note),,,,,,,
011df805-5197-4fa8-807e-cc4737f69110,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Yellow Ochre (Kremer Pigmente),,colorant,2.415,Gram,Mass,(No note),de33282a-1793-4091-9ebf-8291467fca9d,(From reference sample: Oil (99) / Glue (1.0)),base mixture,5.349,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
012247cd-8e1c-4cd8-b71f-b38d1f5c8087,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122dca9-41b1-40dc-a129-c28f5424ddf5,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012563f6-04e6-4549-9e99-c0963d9427b9,,,"Raw Material - organic (seed, nut, etc.)",,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01260001-9c93-4d3b-8b5d-ddff7f095461,,,Other,Other,,other material,other material,"[""other material""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012cac11-24d7-441d-8f4d-6e0a27899ebe,,,"Paint, encaustic",Colorant,,encaustic paint,,"[""encaustic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01301e7f-236c-4eea-bee7-6f3576c0ea81,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0135e1b5-20cb-4e47-85a6-bca29cae2f18,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
