row,field_name,sample_uuid,SampRpt,report_uuid,SampID,SampBy,samp_by_edit 1,samp_by_edit 2,samp_by_edit 3,samp_by_edit 4,SampDate,SampDate_edtf,SampMaterial,SampType,FieldProj,Country,place_uuid,country_new_uuid,Site/Provenance,SubSite,SampLoc,SampDescript,StoreLoc
62,Field Sample 62,d8d51297-e464-4dbe-bfd6-48f6bebc8649,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C1 S4,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,White matter on exposed substrate. No surviving paint layer taken from the loss in the eye of the figure.,1-6-F
63,Field Sample 63,b4e8a846-5aac-49ed-a83b-cf3f5c5ac184,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C1 S5,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,White material on top of red pigment and substrate,1-6-F
64,Field Sample 64,0aac8f91-4c3c-4de1-801c-fb876b9d9a52,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C2 S,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,,1-6-F
65,Field Sample 65,91fc8508-2500-4da6-9ce8-9f66b5e6bbcf,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C2 S1,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,20080521,2008-05-21,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,red pigment and underlying substrate from top edge of painting below the ledge. It is an intact sample complete with substrate.,1-6-F
66,Field Sample 66,b1612fed-0161-402c-ab79-3845b1ebb3c7,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C2 S1 III,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,,1-6-F
67,Field Sample 67,ee498bc2-692e-4d47-ad5d-0f5f0f266bb6,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C2 S2,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,Black pigment and substrate from top edge of painting. The black became detatched from substrate when sampling and is a bit hard.,1-6-F
68,Field Sample 68,789779d3-a89e-42d7-b7b4-c1e9fa641696,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C2 S2 II,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,,1-6-F
69,Field Sample 69,d9f5decf-0043-4c07-9289-24d605676136,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C2 S3,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,20080521,2008-05-21,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,Yellow pigment and substrate from edge of the figure.,1-6-F
70,Field Sample 70,6f4178a8-58a6-4652-a396-44a9dc87209c,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C2 S4,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,Green pigment and substrate from upper ledge. Taken from an area 1.m to the right of the sector.,1-6-F
71,Field Sample 71,2cb20837-bbd2-47a0-b378-8b4afcd91ec5,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,N1,,,,,,,,Reference - Resin,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",,,Saluestre,1-6-F
72,Field Sample 72,646c6ea8-7dad-43ca-ad61-c1cca44b6fbe,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,N2,,,,,,20080528,2008-05-28,Reference - Resin,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",,,Criollo Accretions,1-6-F
73,Field Sample 73,fc469808-eea9-42c9-8dab-d26a89238b3d,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,N3,,,,,,,,Reference - Resin,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",,,Criollo,1-6-F
74,Field Sample 74,90fd9ba3-579e-45d4-8be9-b2601717a928,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S01,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial Chamber, East Wall: Fifth leg from right","From red flesh area which exhibits preferential craquelure, flaking and loss. Sample was already detached and exhibited curled edges. Sample may have been previously treated with an adhesive.",1-5-H
75,Field Sample 75,3d6e3fc9-782a-4f41-9878-05602da4df50,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S02,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial Chamber, West Wall, Scarab","From black paint on scarab with preferential craquelure, flaking and loss. Paint sample was already detached.",1-5-H
76,Field Sample 76,032703ef-0df1-4c7c-a043-36acf73f167f,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S03,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, west wall, black border",From thin black varnish/wash over matte black paint.,1-5-H
77,Field Sample 77,58ec8be4-a9e4-4e45-ae5c-55f9976ff77c,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S04,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, north wall, foot of Osiris",From white paint with sparse Egyptian blue particles (no blue particles are present in this sample),1-5-H
78,Field Sample 78,dbcedbec-4e50-4583-8af7-71cd12fb4e56,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S05,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, south wall, foot of Hathor","From flesh color of female figure, sampled from an area of mechanical damage.",1-5-H
79,Field Sample 79,ba8b81ab-27f3-4e4f-98db-a3ff0fadc41c,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S06,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, north wall, collar of Tutankhamen from edge of red stripe",From area of pale green with brown discoloration,1-5-H
80,Field Sample 80,a371c197-0fd8-4429-b31e-07930d93eefb,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S07,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, east wall, on sledge carrying the mummy of Tutankhamen","From area of green with brown discoloration, brush strokes/striations visible, area was already detached within the fine plaster layer",1-5-H
81,Field Sample 81,9888ff67-8045-41be-9930-594ffe06b331,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S08,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, south wall, collar of Hathor",From area of olive green paint with brown discoloration. Taken near an area of Egyptian blue and white stripe. Taken from edge of an existing loss. Possible brown spot growing below paint layer.,1-5-H
82,Field Sample 82,e1d25f45-200c-47e0-b55c-889b7b169125,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S09,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, east wall, wig of mummy of Tutankhamen",From area of Egyptian blue that has greenish appearance (possibly blue with brownish discoloration). Area sampled was already detached within fine plaster layer. Paint layer is applied quite thickly. Brown spots were observed below plaster in nearby area. Surface adhesive drips were also nearby.,1-5-H
83,Field Sample 83,000369c0-f6ff-42bc-aa23-6ccbdafe981d,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S10,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, west wall, bottom row, leftmost baboon","From area of light blue fur on baboons. Blue particles appear coarsely ground, some cracking also observed in this area. Sample was taken from small area of loss.",1-5-H
84,Field Sample 84,31d4fc36-f1d6-4d04-b1c9-85a07e1fdb1f,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S11,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"11a. Burial chamber, north wall, shiny area below feet of Nut; 11b. Area between legs of Tutankhamen and his Ka.","11a. Scrapping taken from an area that appear shiny and looks to have been previously treated with a surface consolidant; 11b. Scrapping taken from white deposit/residue on surface, looks to be residue of previous treatment",1-5-H
85,Field Sample 85,cd9f828a-05f8-4d34-b932-69e8f04a79d9,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S12,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall Painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, base of south wall (from unpainted area)",From ground layer in area that was already detached from the rock support. Unclear if this is a thin skim of plaster or a ground layer applied on rock without plaster,1-5-H
86,Field Sample 86,341cc1d7-65f0-46b0-8759-982e83712fb5,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S13,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, base of north wall (from unpainted area of loss)","earth-containing fill plaster with large aggregate, taken from area of loss",1-5-H
87,Field Sample 87,bee89afc-4cc8-4a39-950b-9c9e91c6fb09,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S13,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Fragment,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, base of north wall (from unpainted area of loss)","earth-containing fill plaster with large aggregate, taken from area of loss",1-5-H
88,Field Sample 88,89b65568-4de5-486c-b0c4-12110ccc6927,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S14,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, base of east wall (from unpainted area of loss)",Fine earthen plaster,1-5-H
89,Field Sample 89,29d0cd30-2c9a-4fee-8f67-6222a75cd939,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S14,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Fragment,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, base of east wall (from unpainted area of loss)",Fine earthen plaster,1-5-H
90,Field Sample 90,d2d5a430-7b7f-449f-956b-3bb2df4aaa76,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S15,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, west wall, niche (from unpainted area)",Gray repair plaster,1-5-H
91,Field Sample 91,5035eea7-fc1e-4af8-8285-8908cda78e07,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S15,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Fragment,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, west wall, niche (from unpainted area)",Gray repair plaster,1-5-H
92,Field Sample 92,452db6f3-333f-4350-992d-839f23d034ab,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S16,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, base of east wall (from unpainted area)",Brown spot that showed no fluorescence on ground,1-5-H
93,Field Sample 93,730bbe85-7d0c-4101-a83c-584c31aa1425,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S17,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, base of east wall (from unpainted area)",Brown spot that showed fluorescence on ground,1-5-H
94,Field Sample 94,5daef93c-b52c-44c3-a2f9-50c8a320b9ba,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S18,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, base of east wall (from unpainted area)",Crystals on brown spots,1-5-H
95,Field Sample 95,a11fcc1f-bbed-44cb-bdd2-d3fde3fd1c40,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S19,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Coffin,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, north wall, from ankle of Tutankhamen","Taken from a previous sampling location, single brown spot on red flesh",1-5-H
96,Field Sample 96,65a7f412-380a-4f7c-9b17-fb6d95807fd8,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S20,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Coffin,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, from feet of coffin",Black resin,1-5-H
97,Field Sample 97,60ad7adf-5583-41c0-bfc5-80d6ffdbdb27,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S21,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Coffin,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, coffin",Gold fragment,1-5-H
98,Field Sample 98,eabe80f0-0098-487c-9179-862b6cd16c90,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S22,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, north face of sarcophagus","22a. And 22b. Paint is extremely well bonded to stone, scrapping",1-5-H
99,Field Sample 99,018c1374-bbb0-4cd3-ba96-ba268d867546,"See Analytical Investigation: Summary of results, KV 62: Tomb of Tutankhamen, Valley of the Kings, West Bank, Luxor, Egypt",3a047453-60bf-4264-a165-dc5724e76c6c,TUT_2010_S23,Lori Wong (GCI) and Rasha Kamel (SCA),Lori Wong,Rasha Kamel,"Supreme Council of Antiquities (SCA), Egypt",,20120719,2012-07-19,Wall painting,Cross-section,TUT,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Kings Valley, West Bank, Luxor",KV 62: Tomb of Tutankhamen,"Burial chamber, north face of sarcophagus","23a. And 23b. White powder, scrapping",1-5-H
